
Non-selected data

  cod  gap   e0   1    2    3    4    5    6    7    8    9   10  sti
QCELGER          0.5356        0.0683    7.839   0.0000      0.0000
UNOS            -0.2973        0.1953   -1.523   0.1278      0.0000
LPIEVAC          3.6552        0.4532    8.065   0.0000      0.0000
LVACSAU         -0.0813        0.2449   -0.332   0.7398      0.0000

Correlation matrix of the parameters
   1.000  -0.131   0.068   0.138  -0.168   0.165   0.003   0.066  -0.151  -0.238   0.012  -0.150  -0.074   0.206  -0.190   0.057   0.003   0.190   0.118  -0.082   0.043  -0.441  -0.355  -0.306  -0.472  -0.477  -0.466  -0.406  -0.406  -0.427  -0.527
   0.662  -0.433  -0.455  -0.149   0.020  -0.034  -0.061   0.076  -0.041   0.025  -0.014   0.007   0.063  -0.040  -0.036  -0.030   0.020   0.063   0.069  -0.020  -0.057  -0.049  -0.010   0.015   0.137   0.082   0.089   0.158   0.131   0.110   0.118
   0.122   0.136  -0.002  -0.005   0.063  -0.009   0.080   0.074   0.101
  -0.131   1.000  -0.733   0.170   0.023  -0.124   0.280  -0.094   0.177   0.173   0.018   0.049   0.243  -0.357   0.095  -0.126   0.171  -0.069  -0.152   0.030  -0.013   0.017  -0.114  -0.282  -0.221  -0.113  -0.222  -0.256  -0.272  -0.275  -0.010
   0.069   0.034  -0.036  -0.151  -0.182   0.101  -0.022   0.071   0.012   0.036   0.021  -0.013  -0.079  -0.038  -0.021  -0.060   0.001  -0.053  -0.004   0.081   0.056   0.006   0.026   0.002   0.031   0.044   0.137   0.124   0.018   0.083   0.061
   0.020   0.023   0.387  -0.228  -0.287   0.032   0.283   0.133  -0.226
   0.068  -0.733   1.000  -0.465  -0.360  -0.075  -0.334   0.386  -0.269  -0.164  -0.080  -0.347  -0.022   0.507   0.016   0.013  -0.342  -0.023   0.244   0.013   0.037   0.036   0.119   0.255   0.287   0.166   0.237   0.280   0.298   0.292  -0.025
  -0.095   0.021   0.060   0.149   0.107  -0.164   0.113  -0.008   0.035  -0.046  -0.002   0.068   0.102   0.069   0.082   0.023  -0.040   0.026  -0.071  -0.098  -0.084   0.039   0.019   0.020  -0.054  -0.038  -0.099  -0.161  -0.007  -0.049  -0.052
  -0.012  -0.019  -0.321   0.192   0.237  -0.025  -0.338  -0.132   0.180
   0.138   0.170  -0.465   1.000  -0.363   0.058   0.347  -0.140   0.313  -0.279   0.085   0.026  -0.416  -0.005  -0.191   0.011   0.278   0.177  -0.004  -0.056   0.089  -0.025   0.018  -0.039  -0.166  -0.148  -0.201  -0.235  -0.238  -0.285   0.074
   0.175  -0.125  -0.048  -0.154   0.008  -0.023  -0.309   0.224  -0.013   0.048  -0.020  -0.095   0.051  -0.088  -0.161  -0.055   0.147   0.079   0.226  -0.032   0.030  -0.130  -0.038  -0.030   0.034  -0.047  -0.020   0.083   0.009   0.006   0.042
   0.026   0.058   0.167  -0.118  -0.102  -0.010   0.406   0.168   0.084
  -0.168   0.023  -0.360  -0.363   1.000  -0.007  -0.069  -0.303   0.018   0.451  -0.077   0.414   0.144  -0.428   0.188   0.103   0.028  -0.150  -0.269   0.081  -0.174  -0.055  -0.060  -0.123  -0.085   0.001   0.031   0.027   0.022   0.087  -0.056
  -0.098   0.123  -0.053   0.065   0.021   0.167   0.118  -0.319  -0.022   0.008   0.006  -0.032  -0.158   0.032   0.049   0.076  -0.097  -0.061  -0.108   0.122   0.043   0.074  -0.007   0.002   0.022   0.042   0.064   0.051   0.001   0.006  -0.014
  -0.024  -0.046  -0.005   0.015  -0.020   0.039  -0.161  -0.088  -0.206
   0.165  -0.124  -0.075   0.058  -0.007   1.000   0.079  -0.048  -0.039  -0.049   0.151   0.059  -0.041   0.076  -0.397   0.025  -0.060   0.261   0.088  -0.180  -0.052  -0.031  -0.116  -0.152  -0.170  -0.226  -0.126  -0.172  -0.170  -0.200  -0.022
   0.017   0.032  -0.058  -0.014   0.124  -0.018  -0.047  -0.011  -0.287   0.031  -0.031   0.003  -0.010  -0.028  -0.012   0.006   0.044  -0.095   0.039  -0.006   0.148  -0.032  -0.067  -0.037   0.003   0.022   0.017   0.019   0.027  -0.020   0.008
   0.004   0.022  -0.026   0.007   0.013   0.017   0.005  -0.069  -0.017
   0.003   0.280  -0.334   0.347  -0.069   0.079   1.000  -0.018   0.016  -0.055   0.044  -0.220  -0.285  -0.192  -0.178   0.141   0.087   0.154   0.137  -0.048   0.057  -0.048  -0.068  -0.119  -0.148  -0.106  -0.155  -0.202  -0.285  -0.239   0.036
   0.108  -0.071  -0.057  -0.085  -0.002  -0.032  -0.076   0.095  -0.019   0.007   0.037   0.001  -0.010  -0.051  -0.100   0.030   0.065   0.023   0.028   0.046   0.033  -0.097  -0.015  -0.023   0.025   0.009   0.018   0.064  -0.006   0.009   0.030
   0.010   0.012   0.186  -0.104  -0.130  -0.006   0.281   0.127  -0.086
   0.066  -0.094   0.386  -0.140  -0.303  -0.048  -0.018   1.000   0.077  -0.027  -0.029  -0.769   0.174   0.621   0.158  -0.439  -0.659  -0.172   0.317   0.123  -0.023  -0.006   0.062  -0.061   0.031  -0.007  -0.043  -0.014   0.033  -0.059  -0.167
   0.137  -0.059  -0.118   0.008  -0.004  -0.024  -0.045   0.032  -0.026   0.024  -0.145  -0.011   0.062   0.011   0.079  -0.071  -0.048  -0.027   0.086   0.023   0.000  -0.029   0.020   0.025   0.011  -0.038   0.052  -0.029   0.028   0.023   0.019
   0.000   0.020   0.079  -0.026  -0.013   0.015  -0.020   0.131  -0.022
  -0.151   0.177  -0.269   0.313   0.018  -0.039   0.016   0.077   1.000   0.119  -0.086   0.117   0.032  -0.131   0.200  -0.551   0.130  -0.215  -0.323   0.171  -0.114  -0.039  -0.048  -0.162  -0.108  -0.067  -0.114  -0.095  -0.060  -0.107  -0.027
  -0.041   0.116   0.003  -0.051  -0.083   0.187  -0.220   0.013  -0.046   0.008  -0.038  -0.268  -0.047  -0.005  -0.013   0.010  -0.014  -0.042   0.119   0.012   0.087   0.083  -0.066   0.011   0.038   0.020   0.123   0.099   0.056   0.057   0.037
   0.037   0.041   0.163  -0.080  -0.096   0.040   0.017   0.094  -0.135
  -0.238   0.173  -0.164  -0.279   0.451  -0.049  -0.055  -0.027   0.119   1.000  -0.070   0.322   0.209  -0.409   0.305   0.143  -0.467  -0.287  -0.478   0.038  -0.110  -0.037  -0.120  -0.268  -0.103  -0.082  -0.009  -0.031  -0.045   0.051  -0.096
  -0.185   0.267   0.046   0.037  -0.042   0.222   0.038  -0.228  -0.052  -0.008   0.015  -0.103  -0.088   0.064   0.150   0.011  -0.136  -0.126  -0.121   0.046   0.039   0.169   0.049   0.003  -0.002   0.064   0.183   0.063   0.068   0.054   0.030
   0.033  -0.003   0.057  -0.023  -0.072   0.054  -0.326  -0.092  -0.153
   0.012   0.018  -0.080   0.085  -0.077   0.151   0.044  -0.029  -0.086  -0.070   1.000  -0.107   0.067   0.022  -0.077   0.096   0.023   0.164   0.032  -0.257  -0.034  -0.026  -0.090  -0.032  -0.048  -0.075  -0.041  -0.074  -0.047  -0.081   0.067
   0.017  -0.035  -0.009  -0.043  -0.010  -0.016  -0.020   0.070  -0.036   0.013   0.029   0.055   0.010  -0.067  -0.023  -0.014   0.030  -0.018  -0.026   0.026  -0.023  -0.046   0.046   0.001   0.008   0.032  -0.002   0.020   0.004  -0.003   0.014
   0.002   0.002   0.052  -0.030  -0.037  -0.008   0.127   0.089   0.020
  -0.150   0.049  -0.347   0.026   0.414   0.059  -0.220  -0.769   0.117   0.322  -0.107   1.000  -0.132  -0.734   0.039   0.112   0.315  -0.141  -0.181   0.011   0.074   0.024  -0.071  -0.035  -0.050  -0.013   0.052   0.031  -0.001   0.085   0.094
  -0.223   0.186   0.141   0.042   0.018   0.168  -0.014  -0.149  -0.035  -0.034   0.072  -0.072  -0.074   0.017  -0.002   0.070  -0.005  -0.028  -0.039  -0.008   0.064   0.058  -0.039  -0.039  -0.018   0.050   0.031   0.041   0.007  -0.002  -0.015
   0.009  -0.010  -0.114   0.058   0.035   0.004  -0.196  -0.206  -0.045
  -0.074   0.243  -0.022  -0.416   0.144  -0.041  -0.285   0.174   0.032   0.209   0.067  -0.132   1.000  -0.180   0.226  -0.451   0.043  -0.167  -0.248  -0.059  -0.081   0.009  -0.034  -0.120  -0.017   0.021   0.010   0.025   0.065   0.029  -0.118
  -0.048   0.117  -0.003   0.003  -0.150   0.147   0.039  -0.044  -0.007   0.033  -0.044   0.014  -0.031   0.051   0.148  -0.120  -0.107  -0.096  -0.052   0.036  -0.018   0.113   0.075   0.035   0.010   0.038   0.104   0.029   0.020   0.055   0.016
   0.012   0.001   0.090  -0.040  -0.067   0.031  -0.178   0.021  -0.109
   0.206  -0.357   0.507  -0.005  -0.428   0.076  -0.192   0.621  -0.131  -0.409   0.022  -0.734  -0.180   1.000  -0.230   0.044  -0.435   0.268   0.202  -0.045  -0.020   0.008   0.108   0.140   0.117   0.040   0.023   0.050   0.088   0.008  -0.062
   0.193  -0.192  -0.131   0.006   0.064  -0.211   0.030   0.107   0.038   0.032  -0.064   0.059   0.095  -0.012  -0.027  -0.029   0.009   0.082   0.053  -0.023  -0.077  -0.051   0.001   0.019  -0.003  -0.066  -0.091  -0.083  -0.020  -0.039  -0.008
  -0.015   0.006  -0.045   0.026   0.071  -0.018   0.121   0.126   0.143
  -0.190   0.095   0.016  -0.191   0.188  -0.397  -0.178   0.158   0.200   0.305  -0.077   0.039   0.226  -0.230   1.000  -0.269  -0.035  -0.847  -0.118   0.418  -0.405  -0.036  -0.027  -0.240  -0.048   0.031   0.019   0.042   0.058   0.120  -0.077
  -0.215   0.283   0.066   0.047  -0.125   0.236  -0.053  -0.074  -0.053  -0.009  -0.047  -0.121  -0.032   0.074   0.166  -0.009  -0.120  -0.225  -0.045   0.010   0.095   0.126   0.026   0.101  -0.008   0.021   0.203   0.041   0.058   0.061   0.017
   0.029  -0.007   0.025   0.000  -0.031   0.043  -0.365  -0.093  -0.088
   0.057  -0.126   0.013   0.011   0.103   0.025   0.141  -0.439  -0.551   0.143   0.096   0.112  -0.451   0.044  -0.269   1.000  -0.054   0.303  -0.282  -0.238   0.134  -0.027  -0.025   0.096   0.034   0.013   0.051  -0.001  -0.055   0.052   0.107
   0.000  -0.067   0.032   0.001   0.088  -0.178   0.175  -0.015   0.059  -0.010   0.119   0.123  -0.005  -0.004  -0.052   0.072   0.019   0.055  -0.179  -0.003  -0.071   0.018   0.043  -0.030  -0.022   0.003  -0.095  -0.045  -0.037  -0.044  -0.005
  -0.004  -0.029  -0.090   0.028   0.029  -0.028   0.082  -0.070   0.133
   0.003   0.171  -0.342   0.278   0.028  -0.060   0.087  -0.659   0.130  -0.467   0.023   0.315   0.043  -0.435  -0.035  -0.054   1.000   0.063  -0.186   0.092  -0.062   0.008   0.012   0.131  -0.004   0.056  -0.011   0.011  -0.003  -0.006   0.150
  -0.012  -0.066   0.077  -0.046  -0.045  -0.041  -0.017   0.121   0.036  -0.010   0.049  -0.002  -0.022  -0.049  -0.106   0.000   0.104   0.041   0.062  -0.061   0.020  -0.024  -0.058   0.011   0.016  -0.003  -0.082   0.023  -0.044  -0.011  -0.022
  -0.010  -0.004  -0.001  -0.016  -0.005  -0.026   0.192  -0.042   0.076
   0.190  -0.069  -0.023   0.177  -0.150   0.261   0.154  -0.172  -0.215  -0.287   0.164  -0.141  -0.167   0.268  -0.847   0.303   0.063   1.000   0.095  -0.516   0.023   0.011   0.042   0.226   0.033  -0.030  -0.025  -0.044  -0.038  -0.102   0.036
   0.238  -0.285  -0.102  -0.061   0.078  -0.220   0.049   0.087   0.117   0.013   0.064   0.134   0.036  -0.051  -0.128  -0.009   0.087   0.197   0.007   0.000  -0.181  -0.117   0.034  -0.014   0.018  -0.030  -0.183  -0.026  -0.053  -0.041  -0.007
  -0.026   0.004   0.021  -0.016   0.015  -0.029   0.365   0.160   0.058
   0.118  -0.152   0.244  -0.004  -0.269   0.088   0.137   0.317  -0.323  -0.478   0.032  -0.181  -0.248   0.202  -0.118  -0.282  -0.186   0.095   1.000  -0.064   0.061   0.054   0.074   0.098   0.060   0.003   0.027   0.027   0.042  -0.030  -0.014
   0.083  -0.102  -0.056   0.031   0.083  -0.069  -0.063   0.046  -0.017  -0.031  -0.029   0.121   0.062  -0.014  -0.045   0.016   0.077   0.032   0.075   0.011  -0.001  -0.220  -0.004  -0.013  -0.023  -0.040  -0.078  -0.055  -0.021  -0.038  -0.031
  -0.043  -0.008  -0.064   0.050   0.069  -0.019   0.061   0.055  -0.050
  -0.082   0.030   0.013  -0.056   0.081  -0.180  -0.048   0.123   0.171   0.038  -0.257   0.011  -0.059  -0.045   0.418  -0.238   0.092  -0.516  -0.064   1.000  -0.383   0.000   0.015   0.004   0.033   0.050   0.013   0.027   0.021   0.038   0.006
  -0.046   0.054   0.022   0.024  -0.017   0.050  -0.001  -0.027  -0.074   0.002  -0.040  -0.094  -0.022  -0.037  -0.016   0.051  -0.019  -0.031   0.052  -0.010   0.118   0.039  -0.186   0.053   0.016   0.012   0.033   0.012   0.023   0.011   0.008
   0.009   0.000  -0.012   0.010   0.015   0.002  -0.061  -0.065  -0.004
   0.043  -0.013   0.037   0.089  -0.174  -0.052   0.057  -0.023  -0.114  -0.110  -0.034   0.074  -0.081  -0.020  -0.405   0.134  -0.062   0.023   0.061  -0.383   1.000   0.054   0.032   0.105   0.065   0.040   0.044   0.026  -0.006  -0.019   0.074
   0.042  -0.112   0.050  -0.009   0.056  -0.092   0.024   0.031   0.037  -0.017   0.014   0.054   0.016  -0.024  -0.075  -0.011   0.081   0.127   0.020  -0.009  -0.001  -0.049   0.046  -0.192  -0.023  -0.009  -0.082  -0.038  -0.030  -0.037  -0.017
  -0.008   0.006  -0.042   0.002   0.007  -0.035   0.114  -0.030   0.090
  -0.441   0.017   0.036  -0.025  -0.055  -0.031  -0.048  -0.006  -0.039  -0.037  -0.026   0.024   0.009   0.008  -0.036  -0.027   0.008   0.011   0.054   0.000   0.054   1.000   0.468   0.402   0.459   0.476   0.461   0.448   0.437   0.409   0.030
   0.005  -0.024  -0.016   0.134   0.007  -0.049   0.024   0.026   0.020   0.000   0.037   0.043   0.001   0.004  -0.041   0.011   0.038   0.004  -0.023  -0.013   0.014  -0.025   0.013  -0.023  -0.292  -0.125  -0.134  -0.135  -0.130  -0.132  -0.130
  -0.134  -0.119  -0.022   0.022   0.033   0.001   0.035   0.004   0.010
  -0.355  -0.114   0.119   0.018  -0.060  -0.116  -0.068   0.062  -0.048  -0.120  -0.090  -0.071  -0.034   0.108  -0.027  -0.025   0.012   0.042   0.074   0.015   0.032   0.468   1.000   0.461   0.484   0.501   0.474   0.477   0.470   0.426  -0.040
   0.106  -0.119  -0.061   0.122   0.032  -0.088   0.011   0.020   0.042   0.015  -0.025   0.032   0.016  -0.008  -0.034  -0.021   0.039   0.030   0.057  -0.027  -0.011  -0.048   0.010   0.008  -0.121  -0.344  -0.162  -0.142  -0.138  -0.139  -0.136
  -0.138  -0.118  -0.030   0.002   0.030   0.006   0.088   0.015   0.058
  -0.306  -0.282   0.255  -0.039  -0.123  -0.152  -0.119  -0.061  -0.162  -0.268  -0.032  -0.035  -0.120   0.140  -0.240   0.096   0.131   0.226   0.098   0.004   0.105   0.402   0.461   1.000   0.549   0.502   0.485   0.484   0.486   0.433   0.172
   0.058  -0.215   0.051   0.129   0.104  -0.189   0.096   0.015   0.117  -0.011   0.046   0.139   0.045  -0.036  -0.100   0.031   0.078   0.142  -0.006  -0.043  -0.065  -0.094  -0.033  -0.031  -0.108  -0.127  -0.474  -0.187  -0.159  -0.166  -0.144
  -0.148  -0.123  -0.163   0.089   0.136  -0.033   0.202   0.018   0.096
  -0.472  -0.221   0.287  -0.166  -0.085  -0.170  -0.148   0.031  -0.108  -0.103  -0.048  -0.050  -0.017   0.117  -0.048   0.034  -0.004   0.033   0.060   0.033   0.065   0.459   0.484   0.549   1.000   0.552   0.541   0.536   0.537   0.506   0.178
  -0.075  -0.044   0.090   0.176   0.066  -0.157   0.112   0.010   0.079  -0.003   0.005   0.101   0.033   0.020  -0.030   0.021   0.030   0.031  -0.023  -0.029  -0.013  -0.043  -0.001  -0.013  -0.134  -0.130  -0.215  -0.333  -0.156  -0.162  -0.151
  -0.147  -0.139  -0.164   0.090   0.095  -0.036   0.034  -0.020   0.095
  -0.477  -0.113   0.166  -0.148   0.001  -0.226  -0.106  -0.007  -0.067  -0.082  -0.075  -0.013   0.021   0.040   0.031   0.013   0.056  -0.030   0.003   0.050   0.040   0.476   0.501   0.502   0.552   1.000   0.541   0.544   0.528   0.514   0.067
  -0.021  -0.027   0.022   0.177   0.031  -0.080   0.094  -0.012   0.074  -0.005  -0.005   0.069   0.002   0.009  -0.014   0.018   0.012   0.021  -0.022  -0.012  -0.018  -0.018   0.003   0.000  -0.130  -0.131  -0.174  -0.170  -0.274  -0.149  -0.150
  -0.145  -0.138  -0.118   0.062   0.056  -0.037   0.013  -0.070   0.076
  -0.466  -0.222   0.237  -0.201   0.031  -0.126  -0.155  -0.043  -0.114  -0.009  -0.041   0.052   0.010   0.023   0.019   0.051  -0.011  -0.025   0.027   0.013   0.044   0.461   0.474   0.485   0.541   0.541   1.000   0.563   0.549   0.545   0.062
  -0.071   0.040   0.042   0.198   0.092  -0.037   0.055  -0.071   0.004  -0.015   0.018   0.050   0.004   0.020   0.024   0.033  -0.007  -0.006  -0.042  -0.024   0.010  -0.003  -0.006  -0.025  -0.134  -0.114  -0.167  -0.169  -0.134  -0.275  -0.162
  -0.144  -0.139  -0.183   0.097   0.086  -0.028  -0.088  -0.124   0.018
  -0.406  -0.256   0.280  -0.235   0.027  -0.172  -0.202  -0.014  -0.095  -0.031  -0.074   0.031   0.025   0.050   0.042  -0.001   0.011  -0.044   0.027   0.027   0.026   0.448   0.477   0.484   0.536   0.544   0.563   1.000   0.582   0.573  -0.036
  -0.021  -0.009  -0.031   0.208   0.060  -0.025   0.058  -0.061   0.033  -0.038  -0.006   0.028   0.020   0.026   0.056   0.018  -0.013  -0.007  -0.019  -0.056  -0.012   0.014   0.008  -0.003  -0.130  -0.117  -0.156  -0.163  -0.127  -0.147  -0.285
  -0.139  -0.135  -0.182   0.109   0.117  -0.013  -0.145  -0.128   0.044
  -0.406  -0.272   0.298  -0.238   0.022  -0.170  -0.285   0.033  -0.060  -0.045  -0.047  -0.001   0.065   0.088   0.058  -0.055  -0.003  -0.038   0.042   0.021  -0.006   0.437   0.470   0.486   0.537   0.528   0.549   0.582   1.000   0.568  -0.015
  -0.041  -0.022  -0.015   0.206   0.050  -0.013   0.051  -0.065   0.032  -0.032  -0.014   0.030   0.004   0.034   0.046   0.016  -0.006  -0.013  -0.020  -0.034  -0.016   0.004   0.003   0.016  -0.128  -0.114  -0.157  -0.161  -0.116  -0.138  -0.154
  -0.216  -0.129  -0.169   0.117   0.143   0.005  -0.155  -0.068   0.012
  -0.427  -0.275   0.292  -0.285   0.087  -0.200  -0.239  -0.059  -0.107   0.051  -0.081   0.085   0.029   0.008   0.120   0.052  -0.006  -0.102  -0.030   0.038  -0.019   0.409   0.426   0.433   0.506   0.514   0.545   0.573   0.568   1.000  -0.007
  -0.108   0.080   0.002   0.211   0.046   0.007   0.086  -0.096   0.036  -0.043   0.001   0.021   0.003   0.050   0.078   0.033  -0.037  -0.038  -0.069  -0.032  -0.007   0.045   0.008   0.011  -0.130  -0.101  -0.129  -0.158  -0.113  -0.132  -0.152
  -0.125  -0.225  -0.191   0.112   0.111   0.000  -0.236  -0.125   0.024
  -0.527  -0.010  -0.025   0.074  -0.056  -0.022   0.036  -0.167  -0.027  -0.096   0.067   0.094  -0.118  -0.062  -0.077   0.107   0.150   0.036  -0.014   0.006   0.074   0.030  -0.040   0.172   0.178   0.067   0.062  -0.036  -0.015  -0.007   1.000
  -0.690   0.296   0.590   0.012  -0.015  -0.098   0.084   0.049   0.095  -0.012   0.065   0.083   0.015  -0.031  -0.111   0.058   0.051   0.082  -0.023  -0.004   0.009  -0.056  -0.051  -0.027  -0.031   0.011  -0.146  -0.129  -0.076  -0.058  -0.004
  -0.014  -0.024  -0.163   0.081   0.031  -0.072   0.183   0.013   0.083
   0.662   0.069  -0.095   0.175  -0.098   0.017   0.108   0.137  -0.041  -0.185   0.017  -0.223  -0.048   0.193  -0.215   0.000  -0.012   0.238   0.083  -0.046   0.042   0.005   0.106   0.058  -0.075  -0.021  -0.071  -0.021  -0.041  -0.108  -0.690
   1.000  -0.648  -0.679  -0.038   0.099  -0.138  -0.035   0.078  -0.021   0.080  -0.026   0.036   0.017  -0.079  -0.099  -0.036   0.066   0.056   0.095   0.020  -0.020  -0.104  -0.010   0.002   0.043  -0.045  -0.035   0.074  -0.001  -0.017  -0.010
  -0.034   0.007   0.129  -0.074  -0.028  -0.025   0.335   0.162   0.010
  -0.433   0.034   0.021  -0.125   0.123   0.032  -0.071  -0.059   0.116   0.267  -0.035   0.186   0.117  -0.192   0.283  -0.067  -0.066  -0.285  -0.102   0.054  -0.112  -0.024  -0.119  -0.215  -0.044  -0.027   0.040  -0.009  -0.022   0.080   0.296
  -0.648   1.000   0.346   0.004  -0.088   0.191  -0.049  -0.089  -0.045  -0.044  -0.019  -0.084  -0.050   0.092   0.153  -0.009  -0.100  -0.118  -0.087   0.028   0.063   0.138   0.032  -0.029  -0.022   0.037   0.146  -0.020   0.016   0.033   0.014
   0.056  -0.007  -0.022  -0.084  -0.222   0.030  -0.383  -0.147  -0.114
  -0.455  -0.036   0.060  -0.048  -0.053  -0.058  -0.057  -0.118   0.003   0.046  -0.009   0.141  -0.003  -0.131   0.066   0.032   0.077  -0.102  -0.056   0.022   0.050  -0.016  -0.061   0.051   0.090   0.022   0.042  -0.031  -0.015   0.002   0.590
  -0.679   0.346   1.000  -0.012  -0.030   0.016   0.021  -0.006   0.025  -0.026   0.029   0.018   0.023   0.011   0.023   0.010  -0.020   0.003  -0.033  -0.028   0.016   0.023  -0.015  -0.010  -0.011   0.023  -0.021  -0.060  -0.009   0.001   0.014
   0.022   0.011  -0.087   0.025  -0.016  -0.081  -0.078  -0.097   0.024
  -0.149  -0.151   0.149  -0.154   0.065  -0.014  -0.085   0.008  -0.051   0.037  -0.043   0.042   0.003   0.006   0.047   0.001  -0.046  -0.061   0.031   0.024  -0.009   0.134   0.122   0.129   0.176   0.177   0.198   0.208   0.206   0.211   0.012
  -0.038   0.004  -0.012   1.000   0.135  -0.040   0.058  -0.108   0.126  -0.066  -0.048  -0.109  -0.107  -0.064   0.026   0.088   0.031  -0.049   0.016  -0.021   0.030   0.043  -0.074   0.035  -0.535  -0.465  -0.469  -0.518  -0.505  -0.556  -0.570
  -0.544  -0.488  -0.469   0.575   0.367  -0.337  -0.192  -0.099  -0.005
   0.020  -0.182   0.107   0.008   0.021   0.124  -0.002  -0.004  -0.083  -0.042  -0.010   0.018  -0.150   0.064  -0.125   0.088  -0.045   0.078   0.083  -0.017   0.056   0.007   0.032   0.104   0.066   0.031   0.092   0.060   0.050   0.046  -0.015
   0.099  -0.088  -0.030   0.135   1.000  -0.570  -0.043  -0.257  -0.168   0.259  -0.035   0.118  -0.029   0.006  -0.052  -0.020   0.146  -0.104   0.060  -0.082   0.136  -0.116   0.018  -0.062   0.053   0.032  -0.162  -0.054   0.050  -0.109  -0.098
  -0.143  -0.090  -0.141   0.068   0.030  -0.114   0.057  -0.163  -0.033
  -0.034   0.101  -0.164  -0.023   0.167  -0.018  -0.032  -0.024   0.187   0.222  -0.016   0.168   0.147  -0.211   0.236  -0.178  -0.041  -0.220  -0.069   0.050  -0.092  -0.049  -0.088  -0.189  -0.157  -0.080  -0.037  -0.025  -0.013   0.007  -0.098
  -0.138   0.191   0.016  -0.040  -0.570   1.000  -0.318  -0.279  -0.147  -0.181  -0.059  -0.257  -0.057  -0.009   0.240  -0.023  -0.217  -0.027  -0.026   0.090  -0.044   0.196   0.003   0.014   0.009   0.068   0.228   0.158   0.084   0.134   0.089
   0.147   0.123   0.044   0.053   0.089   0.126  -0.309  -0.016  -0.137
  -0.061  -0.022   0.113  -0.309   0.118  -0.047  -0.076  -0.045  -0.220   0.038  -0.020  -0.014   0.039   0.030  -0.053   0.175  -0.017   0.049  -0.063  -0.001   0.024   0.024   0.011   0.096   0.112   0.094   0.055   0.058   0.051   0.086   0.084
  -0.035  -0.049   0.021   0.058  -0.043  -0.318   1.000  -0.346   0.128  -0.080   0.084   0.249  -0.116  -0.042  -0.029   0.221  -0.103   0.066  -0.300   0.088  -0.044   0.072  -0.049   0.017  -0.044  -0.067  -0.102  -0.113  -0.111  -0.080  -0.059
  -0.069  -0.115  -0.070   0.034   0.076  -0.018   0.046  -0.073   0.127
   0.076   0.071  -0.008   0.224  -0.319  -0.011   0.095   0.032   0.013  -0.228   0.070  -0.149  -0.044   0.107  -0.074  -0.015   0.121   0.087   0.046  -0.027   0.031   0.026   0.020   0.015   0.010  -0.012  -0.071  -0.061  -0.065  -0.096   0.049
   0.078  -0.089  -0.006  -0.108  -0.257  -0.279  -0.346   1.000   0.034  -0.053   0.048   0.035   0.243   0.005  -0.160  -0.100   0.243   0.013   0.179  -0.152  -0.034  -0.201   0.013   0.035  -0.027  -0.020   0.012  -0.001  -0.033   0.020   0.043
   0.037   0.054   0.086  -0.063  -0.068  -0.079   0.182   0.127   0.108
  -0.041   0.012   0.035  -0.013  -0.022  -0.287  -0.019  -0.026  -0.046  -0.052  -0.036  -0.035  -0.007   0.038  -0.053   0.059   0.036   0.117  -0.017  -0.074   0.037   0.020   0.042   0.117   0.079   0.074   0.004   0.033   0.032   0.036   0.095
  -0.021  -0.045   0.025   0.126  -0.168  -0.147   0.128   0.034   1.000  -0.117   0.087   0.012   0.058   0.107  -0.027   0.044  -0.038   0.301  -0.055  -0.027  -0.354   0.010   0.012   0.068  -0.030  -0.037  -0.159  -0.155  -0.170  -0.106  -0.104
  -0.125  -0.142  -0.069   0.089   0.084  -0.091   0.066   0.088   0.058
   0.025   0.036  -0.046   0.048   0.008   0.031   0.007   0.024   0.008  -0.008   0.013  -0.034   0.033   0.032  -0.009  -0.010  -0.010   0.013  -0.031   0.002  -0.017   0.000   0.015  -0.011  -0.003  -0.005  -0.015  -0.038  -0.032  -0.043  -0.012
   0.080  -0.044  -0.026  -0.066   0.259  -0.181  -0.080  -0.053  -0.117   1.000   0.071   0.127   0.087  -0.038  -0.272  -0.233  -0.295  -0.122   0.047   0.214   0.119   0.063   0.011   0.043   0.012  -0.009  -0.009   0.010   0.020   0.013   0.018
  -0.032   0.010   0.052  -0.084  -0.129  -0.078   0.119   0.033   0.000
  -0.014   0.021  -0.002  -0.020   0.006  -0.031   0.037  -0.145  -0.038   0.015   0.029   0.072  -0.044  -0.064  -0.047   0.119   0.049   0.064  -0.029  -0.040   0.014   0.037  -0.025   0.046   0.005  -0.005   0.018  -0.006  -0.014   0.001   0.065
  -0.026  -0.019   0.029  -0.048  -0.035  -0.059   0.084   0.048   0.087   0.071   1.000   0.100  -0.006   0.043  -0.519   0.264   0.226   0.157  -0.456  -0.316  -0.267   0.103   0.075   0.051  -0.072   0.025  -0.042   0.002  -0.014  -0.015   0.007
  -0.025   0.003  -0.051   0.084   0.086  -0.022   0.082   0.064  -0.110
   0.007  -0.013   0.068  -0.095  -0.032   0.003   0.001  -0.011  -0.268  -0.103   0.055  -0.072   0.014   0.059  -0.121   0.123  -0.002   0.134   0.121  -0.094   0.054   0.043   0.032   0.139   0.101   0.069   0.050   0.028   0.030   0.021   0.083
   0.036  -0.084   0.018  -0.109   0.118  -0.257   0.249   0.035   0.012   0.127   0.100   1.000   0.117  -0.023   0.027  -0.165   0.004   0.015  -0.350   0.166  -0.100  -0.450   0.187  -0.031  -0.032  -0.007  -0.139  -0.092  -0.087  -0.049  -0.035
